MM:DD:YYYY hh:mm:ss,time_elapsed_ms,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
12/1/2025 13:14:00,7314,1.16.3,Dual_Port_Feeding,0,3.63,nan,99,Left,Left,1,0,0,0,nan,nan,0.00
12/1/2025 13:16:40,167484,1.16.3,Dual_Port_Feeding,0,3.63,2,99,Pellet,Left,1,0,1,0,Timed_out,nan,nan
12/1/2025 13:23:41,588710,1.16.3,Dual_Port_Feeding,0,3.62,nan,99,Right,Left,1,1,1,0,nan,nan,0.01
12/1/2025 13:23:44,590845,1.16.3,Dual_Port_Feeding,0,3.63,1,99,Pellet,Left,1,1,2,0,0.42,423,nan
12/1/2025 13:32:21,1108715,1.16.3,Dual_Port_Feeding,0,3.63,nan,99,Left,Left,2,1,2,0,nan,nan,0.00
12/1/2025 13:32:24,1110926,1.16.3,Dual_Port_Feeding,0,3.63,1,99,Pellet,Left,2,1,3,0,0.61,521,nan
12/1/2025 13:37:41,1428601,1.16.3,Dual_Port_Feeding,0,3.63,nan,99,Left,Left,3,1,3,0,nan,nan,0.07
12/1/2025 13:37:44,1431148,1.16.3,Dual_Port_Feeding,0,3.63,1,99,Pellet,Left,3,1,4,0,0.85,320,nan
12/1/2025 13:54:45,2452335,1.16.3,Dual_Port_Feeding,0,3.63,nan,99,Right,Left,3,2,4,0,nan,nan,0.00
12/1/2025 13:54:47,2454107,1.16.3,Dual_Port_Feeding,0,3.62,1,99,Pellet,Left,3,2,5,0,0.12,1023,nan
12/1/2025 13:58:28,2675357,1.16.3,ProgRatioTIMED,0,3.63,nan,7,Right,Left,3,3,5,0,nan,nan,0.00
12/1/2025 13:58:43,2690208,1.16.3,ProgRatioTIMED,0,3.62,nan,7,Left,Left,4,3,5,0,nan,nan,0.12
12/1/2025 14:00:47,2814495,1.16.3,ProgRatioTIMED,0,3.63,nan,7,Left,Left,5,3,5,0,nan,nan,0.00
12/1/2025 14:06:52,3179149,1.16.3,ProgRatioTIMED,0,3.63,nan,7,Left,Left,6,3,5,0,nan,nan,0.00
12/1/2025 14:06:59,3186593,1.16.3,ProgRatioTIMED,0,3.63,nan,7,Right,Left,6,4,5,0,nan,nan,0.00
12/1/2025 14:08:44,3291924,1.16.3,ProgRatioTIMED,0,3.63,nan,7,Left,Left,7,4,5,0,nan,nan,0.00
12/1/2025 14:11:57,3484136,1.16.3,ProgRatioTIMED,0,3.62,nan,7,Left,Left,8,4,5,0,nan,nan,0.00
12/1/2025 14:12:00,3487554,1.16.3,ProgRatioTIMED,0,3.62,1,7,Pellet,Left,8,4,6,0,1.71,1033,nan
12/1/2025 14:12:09,3496009,1.16.3,ProgRatioTIMED,0,3.62,nan,6,Left,Left,9,4,6,0,nan,nan,0.00
12/1/2025 14:12:13,3500244,1.16.3,ProgRatioTIMED,0,3.62,nan,6,Left,Left,10,4,6,0,nan,nan,0.00
12/1/2025 14:12:16,3503644,1.16.3,ProgRatioTIMED,0,3.63,nan,6,Right,Left,10,5,6,0,nan,nan,0.00
12/1/2025 14:12:20,3507881,1.16.3,ProgRatioTIMED,0,3.63,nan,6,Left,Left,11,5,6,0,nan,nan,0.00
12/1/2025 14:12:23,3510947,1.16.3,ProgRatioTIMED,0,3.63,nan,6,Right,Left,11,6,6,0,nan,nan,0.00
12/1/2025 14:12:29,3516346,1.16.3,ProgRatioTIMED,0,3.63,nan,6,Left,Left,12,6,6,0,nan,nan,0.00
12/1/2025 14:12:31,3518301,1.16.3,ProgRatioTIMED,0,3.63,1,6,Pellet,Left,12,6,7,0,0.42,31,nan
12/1/2025 14:18:03,3850485,1.16.3,ProgRatioTIMED,0,3.63,nan,2,Left,Left,13,6,7,0,nan,nan,0.00
