MM:DD:YYYY hh:mm:ss,time_elapsed_ms,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
11/27/2025 10:42:34,79705,1.16.3,2x2Timed,0,3.57,nan,3,Left,Left,1,0,0,0,nan,nan,0.00
11/27/2025 10:42:40,85885,1.16.3,2x2Timed,0,3.57,nan,3,LeftDuringDispense,Left,2,0,0,0,nan,nan,0.08
11/27/2025 10:43:36,141932,1.16.3,2x2Timed,0,3.57,nan,3,LeftWithPellet,Left,3,0,0,0,nan,nan,0.00
11/27/2025 10:43:37,143230,1.16.3,2x2Timed,0,3.57,6,3,Pellet,Left,3,0,1,0,49.39,nan,nan
11/27/2025 10:45:12,238018,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,3,1,1,0,nan,nan,0.00
11/27/2025 10:46:34,320310,1.16.3,2x2Timed,0,3.58,nan,3,Right,Left,3,2,1,0,nan,nan,0.00
11/27/2025 10:47:47,393022,1.16.3,2x2Timed,0,3.56,nan,3,Left,Left,4,2,1,0,nan,nan,0.00
11/27/2025 10:47:51,397205,1.16.3,2x2Timed,0,3.57,nan,3,LeftWithPellet,Left,5,2,1,0,nan,nan,0.00
11/27/2025 10:47:53,399293,1.16.3,2x2Timed,0,3.56,1,3,Pellet,Left,5,2,2,0,3.51,256,nan
11/27/2025 10:48:14,419876,1.16.3,2x2Timed,0,3.57,nan,3,Left,Right,6,2,2,0,nan,nan,0.13
11/27/2025 10:53:14,719902,1.16.3,2x2Timed,0,3.58,nan,3,Right,Right,6,3,2,0,nan,nan,0.00
11/27/2025 10:53:18,723787,1.16.3,2x2Timed,0,3.57,1,3,Pellet,Right,6,3,3,0,1.03,325,nan
11/27/2025 10:53:50,755952,1.16.3,2x2Timed,0,3.56,nan,3,Right,Right,6,4,3,0,nan,nan,0.03
11/27/2025 10:54:10,775877,1.16.3,2x2Timed,0,3.52,nan,3,RightDuringDispense,Right,6,5,3,0,nan,nan,0.55
11/27/2025 10:54:17,782787,1.16.3,2x2Timed,0,3.56,11,3,Pellet,Right,6,5,4,0,0.06,59,nan
11/27/2025 10:55:18,844395,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,6,6,4,0,nan,nan,0.00
11/27/2025 10:55:20,846393,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,6,7,4,0,nan,nan,0.15
11/27/2025 10:55:24,849988,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,6,8,4,0,nan,nan,0.00
11/27/2025 10:55:32,857968,1.16.3,2x2Timed,0,3.56,nan,3,Left,Left,7,8,4,0,nan,nan,0.00
11/27/2025 10:55:38,863722,1.16.3,2x2Timed,0,3.57,2,3,Pellet,Left,7,8,5,0,0.73,80,nan
11/27/2025 10:55:49,875120,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,9,5,0,nan,nan,0.00
11/27/2025 10:55:52,877839,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,10,5,0,nan,nan,0.00
11/27/2025 10:55:55,880849,1.16.3,2x2Timed,0,3.56,nan,3,Right,Left,7,11,5,0,nan,nan,0.29
11/27/2025 10:55:57,883276,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,12,5,0,nan,nan,0.00
11/27/2025 10:55:59,885426,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,13,5,0,nan,nan,0.01
11/27/2025 10:56:04,890193,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,14,5,0,nan,nan,0.00
11/27/2025 10:56:06,892656,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,15,5,0,nan,nan,0.03
11/27/2025 10:56:10,895961,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,16,5,0,nan,nan,0.29
11/27/2025 10:56:12,898683,1.16.3,2x2Timed,0,3.57,nan,3,Right,Left,7,17,5,0,nan,nan,0.00
11/27/2025 10:57:19,965469,1.16.3,2x2Timed,0,3.56,nan,3,Right,Left,7,18,5,0,nan,nan,0.09
11/27/2025 10:57:22,968515,1.16.3,2x2Timed,0,3.57,nan,3,Left,Left,8,18,5,0,nan,nan,0.32
11/27/2025 10:57:27,972789,1.16.3,2x2Timed,0,3.57,2,3,Pellet,Left,8,18,6,0,1.34,110,nan
