MM:DD:YYYY hh:mm:ss,time_elapsed_ms,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
11/29/2025 13:17:45,108895,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,1,0,0,0,nan,nan,0.18
11/29/2025 13:17:50,114137,1.16.3,5x5TIMED,0,3.72,2,5,Pellet,Left,1,0,1,0,0.06,nan,nan
11/29/2025 13:18:06,129481,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,2,0,1,0,nan,nan,0.00
11/29/2025 13:18:09,132627,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Left,2,0,2,0,0.12,19,nan
11/29/2025 13:20:14,257442,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Left,2,1,2,0,nan,nan,0.00
11/29/2025 13:29:33,817305,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Left,2,2,2,0,nan,nan,0.00
11/29/2025 13:29:36,819842,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,3,2,2,0,nan,nan,0.25
11/29/2025 13:29:39,823094,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Left,3,2,3,0,0.24,690,nan
11/29/2025 13:29:53,836719,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,4,2,3,0,nan,nan,0.00
11/29/2025 13:29:56,839743,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,4,2,4,0,0.06,17,nan
11/29/2025 13:30:12,856287,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,5,2,4,0,nan,nan,0.00
11/29/2025 13:30:15,859232,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Left,5,2,5,0,0.06,19,nan
11/29/2025 13:30:33,876372,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,6,2,5,0,nan,nan,0.00
11/29/2025 13:30:38,881885,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,7,2,5,0,nan,nan,0.00
11/29/2025 13:30:42,885348,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,8,2,5,0,nan,nan,0.00
11/29/2025 13:30:43,887056,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Right,8,3,5,0,nan,nan,0.00
11/29/2025 13:30:46,890110,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Right,8,3,6,0,0.06,31,nan
11/29/2025 13:30:59,902863,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,9,3,6,0,nan,nan,0.00
11/29/2025 13:31:04,907786,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Right,9,4,6,0,nan,nan,0.00
11/29/2025 13:31:07,910947,1.16.3,5x5TIMED,0,3.72,2,5,Pellet,Right,9,4,7,0,0.06,21,nan
11/29/2025 13:31:19,922506,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,10,4,7,0,nan,nan,0.00
11/29/2025 13:31:24,927787,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Right,10,5,7,0,nan,nan,0.06
11/29/2025 13:31:27,930944,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,10,5,8,0,0.12,20,nan
11/29/2025 13:31:40,943699,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,11,5,8,0,nan,nan,0.00
11/29/2025 13:32:11,974390,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,12,5,8,0,nan,nan,0.00
11/29/2025 13:36:47,1250507,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,13,5,8,0,nan,nan,0.00
11/29/2025 13:37:09,1272444,1.16.3,5x5TIMED,0,3.71,nan,5,Right,Right,13,6,8,0,nan,nan,0.00
11/29/2025 13:37:12,1275950,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,13,6,9,0,0.55,345,nan
11/29/2025 13:41:21,1524943,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,14,6,9,0,nan,nan,0.00
11/29/2025 13:43:53,1676914,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,15,6,9,0,nan,nan,0.00
11/29/2025 13:46:15,1818989,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,16,6,9,0,nan,nan,0.00
11/29/2025 13:46:22,1825388,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,17,6,9,0,nan,nan,0.00
11/29/2025 13:46:24,1827392,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,18,6,9,0,nan,nan,0.00
11/29/2025 13:52:17,2180983,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Right,18,7,9,0,nan,nan,0.10
11/29/2025 13:52:20,2183955,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,18,7,10,0,0.06,908,nan
11/29/2025 13:52:30,2193839,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,19,7,10,0,nan,nan,0.05
11/29/2025 13:52:33,2196880,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,19,7,11,0,0.06,13,nan
11/29/2025 13:52:48,2212274,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,20,7,11,0,nan,nan,0.00
11/29/2025 13:52:51,2215252,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Left,20,7,12,0,0.06,18,nan
11/29/2025 13:53:07,2230671,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Left,21,7,12,0,nan,nan,0.00
11/29/2025 13:53:10,2234113,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Left,21,7,13,0,0.42,19,nan
11/29/2025 13:53:32,2256262,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,22,7,13,0,nan,nan,0.00
11/29/2025 13:53:35,2259253,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,22,7,14,0,0.06,25,nan
11/29/2025 13:53:47,2271214,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Left,23,7,14,0,nan,nan,0.06
11/29/2025 13:53:50,2274254,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,23,7,15,0,0.06,15,nan
11/29/2025 13:54:03,2287030,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,24,7,15,0,nan,nan,0.00
11/29/2025 13:54:07,2290791,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,25,7,15,0,nan,nan,0.00
11/29/2025 13:54:09,2293087,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,26,7,15,0,nan,nan,0.00
11/29/2025 13:54:12,2296260,1.16.3,5x5TIMED,0,3.71,nan,5,Right,Right,26,8,15,0,nan,nan,0.00
11/29/2025 13:54:15,2299256,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,26,8,16,0,0.06,25,nan
11/29/2025 13:54:31,2314980,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,27,8,16,0,nan,nan,0.00
11/29/2025 13:54:33,2317274,1.16.3,5x5TIMED,0,3.71,nan,5,Right,Right,27,9,16,0,nan,nan,0.00
11/29/2025 13:54:36,2320242,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,27,9,17,0,0.06,21,nan
11/29/2025 13:54:54,2338290,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,28,9,17,0,nan,nan,0.00
11/29/2025 13:54:57,2340933,1.16.3,5x5TIMED,0,3.71,nan,5,Right,Right,28,10,17,0,nan,nan,0.05
11/29/2025 13:55:00,2343955,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,28,10,18,0,0.06,24,nan
11/29/2025 13:55:13,2356758,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,29,10,18,0,nan,nan,0.00
11/29/2025 13:55:15,2359348,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Right,29,11,18,0,nan,nan,0.00
11/29/2025 13:55:18,2362333,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Right,29,11,19,0,0.06,18,nan
11/29/2025 13:55:30,2373944,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Right,30,11,19,0,nan,nan,0.00
11/29/2025 13:55:36,2380063,1.16.3,5x5TIMED,0,3.71,nan,5,Right,Right,30,12,19,0,nan,nan,0.00
11/29/2025 13:55:39,2383130,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Right,30,12,20,0,0.12,21,nan
11/29/2025 13:55:48,2391818,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,31,12,20,0,nan,nan,0.00
11/29/2025 13:55:51,2394896,1.16.3,5x5TIMED,0,3.72,1,5,Pellet,Left,31,12,21,0,0.06,12,nan
11/29/2025 13:56:11,2415027,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Left,32,12,21,0,nan,nan,0.00
11/29/2025 13:56:14,2418110,1.16.3,5x5TIMED,0,3.72,2,5,Pellet,Left,32,12,22,0,0.06,23,nan
11/29/2025 13:56:31,2435041,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Left,33,12,22,0,nan,nan,0.00
11/29/2025 13:56:34,2438044,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,33,12,23,0,0.06,20,nan
11/29/2025 13:56:46,2450017,1.16.3,5x5TIMED,0,3.72,nan,5,Left,Left,34,12,23,0,nan,nan,0.05
11/29/2025 13:56:49,2453076,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,34,12,24,0,0.06,15,nan
11/29/2025 14:06:27,3031276,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Left,35,12,24,0,nan,nan,0.00
11/29/2025 14:06:31,3035072,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Left,35,12,25,0,0.85,582,nan
11/29/2025 14:06:54,3057873,1.16.3,5x5TIMED,0,3.70,nan,5,Right,Right,35,13,25,0,nan,nan,0.00
11/29/2025 14:06:57,3060911,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Right,35,13,26,0,0.06,26,nan
11/29/2025 14:07:09,3073128,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,36,13,26,0,nan,nan,0.01
11/29/2025 14:07:18,3081896,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,37,13,26,0,nan,nan,0.00
11/29/2025 14:07:22,3085954,1.16.3,5x5TIMED,0,3.72,nan,5,Right,Right,37,14,26,0,nan,nan,0.00
11/29/2025 14:07:25,3088914,1.16.3,5x5TIMED,0,3.71,1,5,Pellet,Right,37,14,27,0,0.06,28,nan
11/29/2025 15:39:19,8602994,1.16.3,5x5TIMED,0,3.71,nan,5,Left,Right,38,14,27,0,nan,nan,0.16
11/29/2025 16:14:59,10743155,1.16.3,5x5TIMED,0,3.70,nan,5,Right,Right,38,15,27,0,nan,nan,0.00
11/29/2025 16:15:03,10746850,1.16.3,5x5TIMED,0,3.70,1,5,Pellet,Right,38,15,28,0,0.67,7658,nan
11/29/2025 16:15:23,10766677,1.16.3,5x5TIMED,0,3.71,nan,5,Right,Right,38,16,28,0,nan,nan,0.00
11/29/2025 16:15:26,10770210,1.16.3,5x5TIMED,0,3.70,1,5,Pellet,Right,38,16,29,0,0.55,23,nan
11/29/2025 16:16:22,10825596,1.16.3,5x5TIMED,0,3.70,nan,5,Left,Right,39,16,29,0,nan,nan,0.02
