MM:DD:YYYY hh:mm:ss,time_elapsed_ms,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/27/2025 10:54:28,2014098,1.16.3,Reversal_Learning 2x2,0,4.17,nan,1,Left,Left,1,0,0,0,nan,nan,0.00
9/27/2025 11:02:35,2501439,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,LeftWithPellet,Left,2,0,0,0,nan,nan,0.19
9/27/2025 11:21:41,3647752,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,RightWithPellet,Left,2,1,0,0,nan,nan,0.18
9/27/2025 11:24:18,3804771,1.16.3,Reversal_Learning 2x2,0,4.17,1,1,Pellet,Left,2,1,1,0,Timed_out,nan,nan
9/27/2025 11:26:54,3960606,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,3,1,1,0,nan,nan,0.17
9/27/2025 11:28:03,4029393,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,3,1,2,0,Timed_out,225,nan
9/27/2025 11:30:20,4166432,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,4,1,2,0,nan,nan,0.00
9/27/2025 11:30:24,4170074,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,5,1,2,0,nan,nan,0.25
9/27/2025 11:31:46,4252650,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,6,1,2,0,nan,nan,0.00
9/27/2025 11:37:06,4572037,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,6,2,2,0,nan,nan,0.00
9/27/2025 11:37:19,4585739,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,6,2,3,0,10.85,556,nan
9/27/2025 11:39:56,4742266,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,7,2,3,0,nan,nan,0.00
9/27/2025 11:40:19,4765614,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,7,3,3,0,nan,nan,0.00
9/27/2025 11:41:18,4824095,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,7,3,4,0,55.51,239,nan
9/27/2025 11:42:15,4880930,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,7,4,4,0,nan,nan,0.56
9/27/2025 11:42:18,4884598,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,7,5,4,0,nan,nan,0.57
9/27/2025 11:42:31,4897479,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,7,6,4,0,nan,nan,0.26
9/27/2025 11:42:45,4911622,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,8,6,4,0,nan,nan,0.32
9/27/2025 11:43:15,4941657,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,8,6,5,0,27.16,117,nan
9/27/2025 11:45:46,5092506,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,8,7,5,0,nan,nan,0.00
9/27/2025 11:47:50,5216544,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,9,7,5,0,nan,nan,0.00
9/27/2025 11:48:03,5229249,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,9,7,6,0,9.77,288,nan
9/27/2025 11:48:31,5257295,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,9,8,6,0,nan,nan,0.00
9/27/2025 11:48:42,5268107,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,9,8,7,0,7.93,39,nan
9/27/2025 11:49:09,5294963,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,10,8,7,0,nan,nan,0.00
9/27/2025 11:49:25,5311504,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,10,9,7,0,nan,nan,0.32
9/27/2025 11:49:29,5315271,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,LeftWithPellet,Right,11,9,7,0,nan,nan,0.10
9/27/2025 11:49:31,5317391,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,11,9,8,0,3.05,49,nan
9/27/2025 11:52:41,5507331,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,12,9,8,0,nan,nan,0.00
9/27/2025 11:52:48,5514405,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,12,9,9,0,4.18,197,nan
9/27/2025 11:54:15,5601260,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,13,9,9,0,nan,nan,0.00
9/27/2025 11:54:18,5604347,1.16.3,Reversal_Learning 2x2,0,4.16,2,1,Pellet,Left,13,9,10,0,0.06,90,nan
9/27/2025 11:55:35,5681122,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,14,9,10,0,nan,nan,0.00
9/27/2025 11:55:59,5705234,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,14,10,10,0,nan,nan,0.11
9/27/2025 11:56:03,5709719,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,RightWithPellet,Right,14,11,10,0,nan,nan,0.30
9/27/2025 11:56:09,5715651,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,14,11,11,0,7.57,111,nan
9/27/2025 11:59:41,5927536,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,15,11,11,0,nan,nan,0.00
9/27/2025 12:05:30,6276455,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,15,12,11,0,nan,nan,0.00
9/27/2025 12:05:35,6281300,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,15,12,12,0,1.90,566,nan
9/27/2025 12:06:04,6310359,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,16,12,12,0,nan,nan,0.00
9/27/2025 12:06:13,6319305,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,16,12,13,0,6.03,38,nan
9/27/2025 12:06:58,6363936,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,17,12,13,0,nan,nan,0.00
9/27/2025 12:07:03,6369165,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,17,12,14,0,2.34,50,nan
9/27/2025 12:08:08,6434773,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,18,12,14,0,nan,nan,0.12
9/27/2025 12:08:40,6466374,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,18,13,14,0,nan,nan,0.36
9/27/2025 12:08:43,6469309,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,18,13,15,0,0.06,100,nan
9/27/2025 12:09:03,6489538,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,19,13,15,0,nan,nan,0.44
9/27/2025 12:09:08,6494632,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,19,14,15,0,nan,nan,0.19
9/27/2025 12:09:19,6505599,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,19,14,16,0,8.12,36,nan
9/27/2025 12:09:54,6540037,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,19,15,16,0,nan,nan,0.00
9/27/2025 12:10:00,6546656,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,19,16,16,0,nan,nan,0.22
9/27/2025 12:10:08,6554550,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,20,16,16,0,nan,nan,0.00
9/27/2025 12:10:11,6557898,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,20,16,17,0,0.37,52,nan
9/27/2025 12:10:58,6604595,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,21,16,17,0,nan,nan,0.00
9/27/2025 12:11:04,6610283,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,21,16,18,0,2.85,53,nan
9/27/2025 12:12:00,6666205,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,22,16,18,0,nan,nan,0.00
9/27/2025 12:13:27,6753723,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,23,16,18,0,nan,nan,0.00
9/27/2025 12:13:42,6768050,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,23,17,18,0,nan,nan,0.14
9/27/2025 12:13:46,6772313,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,23,17,19,0,1.32,162,nan
9/27/2025 12:14:29,6815403,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,24,17,19,0,nan,nan,0.00
9/27/2025 12:33:57,7983216,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,25,17,19,0,nan,nan,0.00
9/27/2025 12:46:19,8725898,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,26,17,19,0,nan,nan,0.22
9/27/2025 12:46:48,8754257,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,26,18,19,0,nan,nan,0.10
9/27/2025 12:47:21,8787783,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,26,18,20,0,30.63,2015,nan
9/27/2025 12:48:05,8831261,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,27,18,20,0,nan,nan,0.00
9/27/2025 12:48:10,8836590,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,27,18,21,0,2.40,49,nan
9/27/2025 12:49:05,8891111,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,28,18,21,0,nan,nan,0.00
9/27/2025 12:49:09,8895318,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,28,18,22,0,1.32,59,nan
9/27/2025 12:50:14,8960534,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,29,18,22,0,nan,nan,0.01
9/27/2025 12:50:25,8971092,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,29,19,22,0,nan,nan,0.25
9/27/2025 12:50:30,8976900,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,29,19,23,0,2.85,81,nan
9/27/2025 12:52:43,9109248,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,30,19,23,0,nan,nan,0.21
9/27/2025 12:53:06,9132140,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,30,20,23,0,nan,nan,0.00
9/27/2025 12:53:12,9138837,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,30,20,24,0,3.81,162,nan
9/27/2025 12:54:28,9215008,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,31,20,24,0,nan,nan,0.00
9/27/2025 12:54:32,9218945,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,31,20,25,0,1.07,80,nan
9/27/2025 12:55:31,9277405,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,32,20,25,0,nan,nan,0.00
9/27/2025 12:55:37,9283108,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,32,20,26,0,2.72,65,nan
9/27/2025 12:56:46,9352869,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,32,21,26,0,nan,nan,0.13
9/27/2025 12:56:53,9359180,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Right,32,21,27,0,3.42,76,nan
9/27/2025 12:57:56,9422690,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Right,32,22,27,0,nan,nan,0.00
9/27/2025 12:58:00,9426732,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Right,32,22,28,0,1.07,67,nan
9/27/2025 12:58:48,9474779,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,33,22,28,0,nan,nan,0.00
9/27/2025 12:58:53,9479647,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,33,22,29,0,1.96,53,nan
9/27/2025 12:59:44,9530666,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,34,22,29,0,nan,nan,0.00
9/27/2025 12:59:48,9534352,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,34,22,30,0,0.75,55,nan
9/27/2025 13:00:24,9570963,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,35,22,30,0,nan,nan,0.00
9/27/2025 13:00:28,9574485,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,36,22,30,0,nan,nan,0.00
9/27/2025 13:06:25,9932016,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Right,37,22,30,0,nan,nan,0.00
9/27/2025 13:07:06,9972599,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,38,22,30,0,nan,nan,0.00
9/27/2025 13:07:18,9984837,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,38,23,30,0,nan,nan,0.13
9/27/2025 13:07:22,9988260,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,RightWithPellet,Right,38,24,30,0,nan,nan,0.00
9/27/2025 13:07:26,9992160,1.16.3,Reversal_Learning 2x2,0,4.14,1,1,Pellet,Right,38,24,31,0,4.48,458,nan
9/27/2025 13:08:02,10028136,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,38,25,31,0,nan,nan,0.00
9/27/2025 13:08:08,10034760,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Right,38,25,32,0,3.68,42,nan
9/27/2025 13:08:47,10073712,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,38,26,32,0,nan,nan,0.21
9/27/2025 13:08:51,10077539,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,38,27,32,0,nan,nan,0.00
9/27/2025 13:09:02,10088450,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,38,28,32,0,nan,nan,0.00
9/27/2025 13:12:00,10266676,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,38,29,32,0,nan,nan,0.05
9/27/2025 13:12:32,10298863,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,39,29,32,0,nan,nan,0.00
9/27/2025 13:12:38,10304231,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,39,29,33,0,2.47,270,nan
9/27/2025 13:13:31,10357299,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,39,30,33,0,nan,nan,0.00
9/27/2025 13:13:35,10361309,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,39,31,33,0,nan,nan,0.00
9/27/2025 13:15:10,10456898,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,39,32,33,0,nan,nan,0.00
9/27/2025 13:15:17,10463352,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,39,33,33,0,nan,nan,0.05
9/27/2025 13:17:00,10566833,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Left,Left,40,33,33,0,nan,nan,0.00
9/27/2025 13:17:04,10571054,1.16.3,Reversal_Learning 2x2,0,4.16,1,1,Pellet,Left,40,33,34,0,1.13,266,nan
9/27/2025 13:23:41,10967519,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,40,34,34,0,nan,nan,0.53
9/27/2025 13:23:46,10972190,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Right,40,34,35,0,1.83,402,nan
9/27/2025 13:25:57,11103211,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,40,35,35,0,nan,nan,0.08
9/27/2025 13:26:01,11107238,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Right,40,35,36,0,1.14,135,nan
9/27/2025 13:26:37,11143556,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,40,36,36,0,nan,nan,0.00
9/27/2025 13:26:57,11163163,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,40,37,36,0,nan,nan,0.00
9/27/2025 13:27:07,11173163,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,41,37,36,0,nan,nan,0.00
9/27/2025 13:27:10,11176364,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Left,41,37,37,0,0.25,69,nan
9/27/2025 13:28:05,11232140,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,38,37,0,nan,nan,0.00
9/27/2025 13:28:26,11252711,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,39,37,0,nan,nan,0.09
9/27/2025 13:29:20,11306955,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,40,37,0,nan,nan,0.24
9/27/2025 13:29:23,11310064,1.16.3,Reversal_Learning 2x2,0,4.16,nan,1,Right,Left,41,41,37,0,nan,nan,0.00
9/27/2025 13:31:25,11431253,1.16.3,Reversal_Learning 2x2,0,4.14,nan,1,Right,Left,41,42,37,0,nan,nan,0.00
9/27/2025 13:31:26,11432869,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,43,37,0,nan,nan,0.00
9/27/2025 13:31:28,11434704,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,44,37,0,nan,nan,0.22
9/27/2025 13:33:46,11572202,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,45,37,0,nan,nan,0.12
9/27/2025 13:33:53,11580100,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,41,46,37,0,nan,nan,0.00
9/27/2025 13:33:57,11583537,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,42,46,37,0,nan,nan,0.62
9/27/2025 13:33:59,11585341,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,LeftinTimeOut,Left,43,46,37,0,nan,nan,nan
9/27/2025 13:34:01,11587793,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Left,43,46,38,0,0.94,411,nan
9/27/2025 13:35:34,11680650,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,44,46,38,0,nan,nan,0.24
9/27/2025 13:35:37,11683166,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Right,45,46,38,0,nan,nan,0.00
9/27/2025 13:35:50,11697057,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,45,47,38,0,nan,nan,0.29
9/27/2025 13:35:54,11700609,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Right,45,47,39,0,0.63,113,nan
9/27/2025 13:38:17,11843168,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,45,48,39,0,nan,nan,0.02
9/27/2025 13:38:23,11849191,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,RightWithPellet,Right,45,49,39,0,nan,nan,0.26
9/27/2025 13:38:24,11850869,1.16.3,Reversal_Learning 2x2,0,4.14,1,1,Pellet,Right,45,49,40,0,4.80,150,nan
9/27/2025 13:39:00,11887029,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,45,50,40,0,nan,nan,0.18
9/27/2025 13:39:12,11898475,1.16.3,Reversal_Learning 2x2,0,4.14,nan,1,Left,Left,46,50,40,0,nan,nan,0.13
9/27/2025 13:39:15,11901580,1.16.3,Reversal_Learning 2x2,0,4.14,1,1,Pellet,Left,46,50,41,0,0.25,51,nan
9/27/2025 13:39:58,11944600,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,46,51,41,0,nan,nan,0.48
9/27/2025 13:40:02,11949100,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,46,52,41,0,nan,nan,0.20
9/27/2025 13:40:05,11952130,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,46,53,41,0,nan,nan,0.22
9/27/2025 13:40:18,11964175,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,47,53,41,0,nan,nan,0.26
9/27/2025 13:40:21,11967665,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Left,47,53,42,0,0.50,66,nan
9/27/2025 13:41:02,12008745,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,47,54,42,0,nan,nan,0.04
9/27/2025 13:41:06,12012418,1.16.3,Reversal_Learning 2x2,0,4.14,1,1,Pellet,Right,47,54,43,0,0.82,45,nan
9/27/2025 13:41:52,12059081,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Right,47,55,43,0,nan,nan,0.00
9/27/2025 13:41:56,12062922,1.16.3,Reversal_Learning 2x2,0,4.14,1,1,Pellet,Right,47,55,44,0,0.95,50,nan
9/27/2025 13:42:32,12099012,1.16.3,Reversal_Learning 2x2,0,4.14,nan,1,Right,Left,47,56,44,0,nan,nan,0.16
9/27/2025 13:42:45,12111212,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,48,56,44,0,nan,nan,0.11
9/27/2025 13:42:49,12115398,1.16.3,Reversal_Learning 2x2,0,4.15,1,1,Pellet,Left,48,56,45,0,1.26,53,nan
9/27/2025 13:43:30,12156762,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,48,57,45,0,nan,nan,0.00
9/27/2025 13:43:46,12172844,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,48,58,45,0,nan,nan,0.40
9/27/2025 13:43:49,12175653,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,48,59,45,0,nan,nan,0.30
9/27/2025 13:43:56,12182193,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,48,60,45,0,nan,nan,0.13
9/27/2025 13:43:57,12183807,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Right,Left,48,61,45,0,nan,nan,0.00
9/27/2025 13:44:07,12193504,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,Left,Left,49,61,45,0,nan,nan,0.00
9/27/2025 13:44:08,12194430,1.16.3,Reversal_Learning 2x2,0,4.15,nan,1,LeftinTimeOut,Left,50,61,45,0,nan,nan,nan
9/27/2025 13:44:10,12196586,1.16.3,Reversal_Learning 2x2,0,4.14,1,1,Pellet,Left,50,61,46,0,0.25,81,nan
