MM:DD:YYYY hh:mm:ss,time_elapsed_ms,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/19/2026 10:54:22,5118852,1.16.3,DualPortTimed,0,4.15,nan,1,Left,Left,1,0,0,0,nan,nan,0.02
3/19/2026 11:01:18,5534971,1.16.3,DualPortTimed,0,4.15,nan,1,LeftWithPellet,Left,2,0,0,0,nan,nan,0.01
3/19/2026 11:06:32,5848823,1.16.3,DualPortTimed,0,4.15,nan,1,RightWithPellet,Left,2,1,0,0,nan,nan,0.00
3/19/2026 11:12:44,6221504,1.16.3,DualPortTimed,0,4.15,20,1,Pellet,Left,2,1,1,0,Timed_out,nan,nan
3/19/2026 11:29:24,7221018,1.16.3,DualPortTimed,0,4.15,nan,1,Right,Left,2,2,1,0,nan,nan,0.00
3/19/2026 11:30:18,7275118,1.16.3,DualPortTimed,0,4.15,11,1,Pellet,Left,2,2,2,0,19.65,1054,nan
3/19/2026 12:08:54,9591524,1.16.3,DualPortTimed,0,4.14,nan,1,Left,Left,3,2,2,0,nan,nan,0.00
3/19/2026 12:09:12,9609617,1.16.3,DualPortTimed,0,4.14,4,1,Pellet,Left,3,2,3,0,9.99,2334,nan
3/19/2026 12:37:34,11310989,1.16.3,DualPortTimed,0,4.14,nan,1,Right,Left,3,3,3,0,nan,nan,0.00
3/19/2026 12:37:55,11332838,1.16.3,DualPortTimed,0,4.14,2,1,Pellet,Left,3,3,4,0,18.10,1723,nan
3/19/2026 12:58:48,12585388,1.16.3,DualPortTimed,0,4.14,nan,1,Right,Left,3,4,4,0,nan,nan,0.07
3/19/2026 12:59:01,12598111,1.16.3,DualPortTimed,0,4.14,1,1,Pellet,Left,3,4,5,0,11.09,1266,nan
3/19/2026 13:00:38,12695662,1.16.3,DualPortTimed,0,4.14,nan,1,Right,Left,3,5,5,0,nan,nan,0.08
3/19/2026 13:00:50,12707666,1.16.3,DualPortTimed,0,4.14,1,1,Pellet,Left,3,5,6,0,10.42,109,nan
3/19/2026 13:02:29,12806589,1.16.3,DualPortTimed,0,4.14,nan,1,Left,Left,4,5,6,0,nan,nan,0.00
3/19/2026 13:02:34,12811425,1.16.3,DualPortTimed,0,4.14,1,1,Pellet,Left,4,5,7,0,3.18,104,nan
3/19/2026 13:03:41,12877922,1.16.3,DualPortTimed,0,4.14,nan,1,Right,Left,4,6,7,0,nan,nan,0.00
3/19/2026 13:03:45,12882238,1.16.3,DualPortTimed,0,4.14,1,1,Pellet,Left,4,6,8,0,2.69,71,nan
3/19/2026 13:04:49,12946177,1.16.3,DualPortTimed,0,4.14,nan,1,Right,Left,4,7,8,0,nan,nan,0.00
