Bird,Day,Trial,Site,Time,EventType
darkblue21,20,2,17,865.952997654676,3
darkblue21,20,2,10,919.310000538826,3
darkblue21,20,2,9,928.424998372793,3
darkblue21,20,2,1,930.225994437933,2
darkblue21,20,2,33,997.771001234651,1
darkblue21,20,2,33,1004.08599413931,1
darkblue21,20,2,25,1030.20399771631,1
darkblue21,20,3,18,1184.69399660826,3
darkblue21,20,3,25,1187.66799978912,2
darkblue21,20,3,18,1207.41899907589,3
darkblue21,20,3,1,1215.93899913132,3
darkblue21,20,3,2,1313.92299793661,3
darkblue21,20,3,10,1318.50599460304,3
darkblue21,20,3,25,1319.85299997032,3
darkblue21,20,3,17,1329.94700074196,3
darkblue21,20,3,18,1331.1889976263,3
darkblue21,20,3,25,1332.69399851561,3
darkblue21,20,3,58,1334.72299575806,3
darkblue21,20,3,60,1336.03499829769,3
darkblue21,20,3,7,1366.14199653268,3
darkblue21,20,3,1,1368.74899305403,3
darkblue21,20,3,9,1370.00799849629,3
darkblue21,20,3,17,1416.52499623597,3
darkblue21,20,3,8,1425.13200044632,3
darkblue21,20,3,7,1426.11199915409,3
darkblue21,20,3,18,1457.49599710107,3
darkblue21,20,3,56,1487.97099776566,3
darkblue21,20,3,10,1492.43199750781,3
darkblue21,20,3,9,1492.93899536133,3
darkblue21,20,3,56,1500.42599961162,3
darkblue21,20,3,64,1501.10899731517,3
darkblue21,20,3,9,1506.37399591506,3
darkblue21,20,3,18,1507.35399462283,3
darkblue21,20,3,26,1508.42099748552,3
darkblue21,20,3,42,1509.75099429488,3
darkblue21,20,3,50,1510.60800030828,3
darkblue21,20,3,57,1511.74499876797,3
darkblue21,20,3,50,1512.65500187874,3
darkblue21,20,3,58,1513.51199783385,3
darkblue21,20,3,51,1514.43899944425,3
darkblue21,20,3,25,1521.99699506164,3
darkblue21,20,3,41,1523.44899885356,3
darkblue21,20,3,57,1524.74299706519,3
darkblue21,20,3,1,1527.92699709535,3
darkblue21,20,3,42,1538.07399496436,3
darkblue21,20,3,34,1544.54599767923,3
darkblue21,20,3,17,1545.89299298823,3
darkblue21,20,3,18,1547.01299294829,3
darkblue21,20,3,8,1550.14399588108,3
darkblue21,20,3,15,1550.73899365962,3
darkblue21,20,3,14,1551.47399269044,3
darkblue21,20,3,13,1551.99899487197,3
darkblue21,20,3,23,1558.83900001645,3
darkblue21,20,3,15,1559.62600037456,3
darkblue21,20,3,7,1560.41300073266,3
darkblue21,20,3,14,1561.65499761701,3
darkblue21,20,3,13,1562.23299689591,3
darkblue21,20,3,12,1563.99999596179,3
darkblue21,20,3,10,1564.92699757218,3
darkblue21,20,3,18,1565.60899950564,3
darkblue21,20,3,58,1569.63299699128,3
darkblue21,20,3,60,1571.18999920785,3
darkblue21,20,3,59,1571.94199673831,3
darkblue21,20,3,57,1573.25399927795,3
darkblue21,20,3,56,1578.7119962275,3
darkblue21,20,3,10,1601.22700184584,3
darkblue21,20,3,9,1601.85699239373,3
darkblue21,20,3,26,1603.01099941134,3
darkblue21,20,3,34,1604.13099937141,3
darkblue21,20,3,42,1604.83099557459,3
darkblue21,20,3,39,1608.64400044084,3
darkblue21,20,3,40,1609.32699814439,3
darkblue21,20,3,64,1637.85899989307,3
darkblue21,20,3,2,1651.61000154912,3
darkblue21,20,3,10,1652.34399475157,3
darkblue21,20,3,12,1654.33899499476,3
darkblue21,20,3,29,1657.08499699831,3
darkblue21,20,3,56,1659.48199667037,3
darkblue21,20,3,40,1661.35399416089,3
darkblue21,21,1,9,237.76100166142,3
darkblue21,21,1,1,238.915994390845,3
darkblue21,21,1,9,240.104994177818,3
darkblue21,21,1,26,242.186998575926,3
darkblue21,21,1,57,244.234000146389,2
darkblue21,21,1,9,258.929001912475,3
darkblue21,21,1,53,263.775002583861,3
darkblue21,21,1,62,264.667001366615,3
darkblue21,21,1,57,269.792994484305,3
darkblue21,21,1,50,325.40600001812,1
darkblue21,21,2,18,510.194999724627,3
darkblue21,21,2,17,512.346999719739,3
darkblue21,21,2,58,518.172999098897,3
darkblue21,21,2,51,518.924996629357,3
darkblue21,21,2,57,520.236999168992,3
darkblue21,21,2,50,523.192998021841,2
darkblue21,21,2,44,539.619996026158,3
darkblue21,21,2,10,638.040997087955,1
darkblue21,21,3,10,788.593992590904,2
darkblue21,21,3,9,830.75499907136,1
darkblue21,21,3,50,833.448999747634,3
darkblue21,21,3,33,835.7759937644,3
darkblue21,21,3,18,838.138000667095,3
darkblue21,21,4,1,978.456994146109,3
darkblue21,21,4,9,984.037993848324,2
darkblue21,21,4,18,996.755999699235,3
darkblue21,21,4,28,999.379994720221,3
darkblue21,21,4,43,1002.14400105178,3
darkblue21,21,4,17,1139.90899510682,3
darkblue21,21,4,10,1195.34800238907,1
darkblue21,21,5,17,1340.49599803984,3
darkblue21,21,5,10,1362.18799464405,3
darkblue21,21,5,10,1365.68700000644,2
darkblue21,21,5,8,1371.02300003171,1
darkblue21,21,5,42,1378.07300202549,3
darkblue21,21,5,17,1380.47000169754,3
darkblue21,21,5,10,1382.84899704158,3
darkblue21,21,5,8,1386.18999682367,2
darkblue21,21,5,47,1401.53199769557,3
darkblue21,21,5,8,1767.9969985038,3
darkblue21,21,5,26,1773.40299412608,3
darkblue21,21,5,9,1870.23200020194,1
darkblue21,21,6,10,2030.25000169873,3
darkblue21,21,6,9,2034.02899950743,2
darkblue21,22,1,33,355.407999828458,2
darkblue21,22,1,9,376.994998008013,1
darkblue21,22,2,18,519.868996739388,3
darkblue21,22,2,9,524.032995477319,2
darkblue21,22,2,18,554.471997544169,3
darkblue21,22,2,18,569.114002212882,3
darkblue21,22,2,18,595.110994577408,3
darkblue21,22,2,10,680.359003320336,1
darkblue21,22,2,9,688.109001517296,1
darkblue21,22,3,15,825.191993638873,3
darkblue21,22,3,13,828.602999076247,3
darkblue21,22,3,10,830.107999965549,3
darkblue21,22,3,11,845.730003342032,3
darkblue21,22,3,51,852.308000251651,3
darkblue21,22,3,18,857.660998776555,3
darkblue21,22,3,26,859.113002568483,3
darkblue21,22,3,17,860.442999377847,3
darkblue21,22,3,25,862.121998518705,3
darkblue21,22,3,34,863.172002881765,3
darkblue21,22,3,18,866.09299890697,3
darkblue21,22,3,19,866.687996685505,3
darkblue21,22,3,22,869.854002445936,3
darkblue21,22,3,13,873.633000254631,3
darkblue21,22,3,10,877.288995310664,3
darkblue21,22,3,58,881.663000956178,3
darkblue21,22,3,57,882.642999663949,3
darkblue21,22,3,50,883.28999876976,3
darkblue21,22,3,18,885.021995007992,3
darkblue21,22,3,12,890.637001767755,3
darkblue21,22,3,11,891.407003626227,3
darkblue21,22,3,9,894.397995248437,2
darkblue21,22,3,42,936.208993569016,3
darkblue21,22,3,41,936.768998578191,3
darkblue21,22,3,34,939.253002405167,3
darkblue21,22,3,17,942.699000611901,3
darkblue21,22,3,18,944.150994345546,3
darkblue21,22,3,58,949.102003499866,3
darkblue21,22,3,57,949.854001030326,3
darkblue21,22,3,50,950.55399723351,3
darkblue21,22,3,1,955.347996577621,3
darkblue21,22,3,2,955.889997258782,3
darkblue21,22,3,10,958.776000514627,2
darkblue21,22,3,34,988.621000573039,3
darkblue21,22,3,25,999.799998477101,1
darkblue21,22,3,14,1019.56700049341,1
darkblue21,22,4,5,1153.37999425828,3
darkblue21,22,4,18,1160.14999374747,3
darkblue21,22,4,10,1163.50899785757,3
darkblue21,22,4,9,1164.20899406075,3
darkblue21,22,4,25,1166.01000018418,2
darkblue21,22,4,5,1212.82399892807,3
darkblue21,22,4,3,1214.15399573743,3
darkblue21,22,4,10,1216.14800021052,3
darkblue21,22,4,9,1217.12799891829,3
darkblue21,22,4,25,1218.94699931145,3
darkblue21,22,4,56,1227.25700251758,3
darkblue21,22,4,37,1229.58399653435,3
darkblue21,22,4,33,1232.73299373686,3
darkblue21,22,4,18,1234.55199413002,3
darkblue21,22,4,25,1240.30799791217,3
darkblue21,22,4,41,1244.19099837542,3
darkblue21,22,4,50,1244.85600180924,3
darkblue21,22,4,58,1245.50300091505,3
darkblue21,22,4,51,1248.18000309169,3
darkblue21,22,4,53,1249.63100105524,3
darkblue21,22,4,38,1250.66300109029,3
darkblue21,22,4,29,1251.86999514699,3
darkblue21,22,4,16,1254.14499789476,3
darkblue21,22,4,15,1254.72200140357,3
darkblue21,22,4,14,1254.91399392486,3
darkblue21,22,4,14,1258.43100361526,2
darkblue21,23,1,9,283.859001472592,3
darkblue21,23,1,9,292.255998775363,2
darkblue21,23,1,18,327.279003337026,3
darkblue21,23,1,17,368.003998696804,3
darkblue21,23,1,25,424.597998708487,1
darkblue21,23,1,1,438.698002696037,1
darkblue21,23,2,10,571.651998907328,3
darkblue21,23,2,9,572.755000367761,3
darkblue21,23,2,25,576.935997605324,2
darkblue21,23,2,34,592.556995153427,1
darkblue21,23,2,1,599.554995819926,2
darkblue21,23,2,50,602.21400372684,3
darkblue21,23,2,18,618.080996721983,3
darkblue21,23,2,9,639.949003234506,3
darkblue21,23,2,25,641.942997649312,3
darkblue21,23,2,34,643.937002122402,1
darkblue21,23,2,34,646.263996139169,2
darkblue21,23,2,17,661.7819968611,3
darkblue21,23,2,20,666.644996032119,3
darkblue21,23,2,9,675.934002175927,3
darkblue21,23,2,18,676.861003786325,3
darkblue21,23,2,26,677.508998662233,3
darkblue21,23,2,42,678.8379997015,3
darkblue21,23,2,50,680.954996868968,3
darkblue21,23,2,26,692.256001755595,3
darkblue21,23,2,42,694.180996343493,3
darkblue21,23,2,50,695.859995484352,3
darkblue21,23,2,55,697.94199988246,3
darkblue21,23,2,29,702.664997801185,3
darkblue21,23,2,18,706.33899718523,3
darkblue21,23,2,41,709.453001618385,3
darkblue21,23,2,33,714.368997886777,3
darkblue21,23,2,50,716.870000213385,3
darkblue21,23,2,58,717.447999492288,3
darkblue21,23,2,51,719.143997132778,3
darkblue21,23,2,60,719.809000566602,3
darkblue21,23,2,55,721.645995229483,3
darkblue21,23,2,10,726.648995652795,3
darkblue21,23,2,9,727.401999011636,3
darkblue21,23,2,18,728.81899997592,3
darkblue21,23,2,42,733.979000151157,3
darkblue21,23,2,20,749.951001629233,3
darkblue21,23,2,30,754.115000367165,3
darkblue21,23,2,10,757.45600014925,3
darkblue21,23,2,9,758.260994777083,3
darkblue21,23,2,26,762.984002754092,3
darkblue21,23,2,50,764.558999240398,3
darkblue21,23,2,58,765.136002749205,3
darkblue21,23,2,57,766.011003032327,3
darkblue21,23,2,49,768.268001452088,3
darkblue21,23,2,50,772.220997512341,3
darkblue21,23,2,25,777.678994461894,3
darkblue21,23,2,34,778.956004232168,3
darkblue21,23,2,42,783.486999571323,3
darkblue21,23,2,55,785.988997668028,3
darkblue21,23,2,14,791.954998299479,3
darkblue21,23,2,10,797.464996576309,3
darkblue21,23,2,56,1303.91699708998,3
darkblue21,23,2,7,1351.74500159919,1
darkblue21,23,3,18,1490.10599926114,3
darkblue21,23,3,14,1516.94200336933,3
darkblue21,23,3,25,1520.96499502659,3
darkblue21,23,3,58,1537.54999861121,3
darkblue21,23,3,9,1586.90000250936,3
darkblue21,23,3,1,1587.61699721217,3
darkblue21,23,3,7,1604.55100312829,2
darkblue21,23,3,58,1644.59500238299,3
darkblue21,23,3,1,1718.4030007571,3
darkblue21,23,3,50,1884.26400013268,3
darkblue21,24,1,9,227.15899720788,3
darkblue21,24,1,18,229.135993123055,3
darkblue21,24,1,25,230.064000561833,3
darkblue21,24,1,17,230.902992188931,3
darkblue21,24,1,26,232.652992755175,2
darkblue21,24,1,34,290.259992703795,3
darkblue21,24,1,1,347.132999449968,1
darkblue21,24,1,1,356.597995385528,1
darkblue21,24,2,1,490.532000362873,3
darkblue21,24,2,1,491.300996392965,2
darkblue21,24,2,1,507.692991569638,2
darkblue21,24,2,18,509.80999879539,3
darkblue21,24,2,57,515.390998497605,1
darkblue21,24,2,57,516.054996103048,2
darkblue21,24,2,33,519.02899928391,1
darkblue21,24,2,18,522.387993335724,3
darkblue21,24,2,9,527.828991785645,3
darkblue21,24,2,1,528.545996546745,3
darkblue21,24,2,10,529.822996258736,3
darkblue21,24,2,18,530.504998192191,3
darkblue21,24,2,18,541.158993914723,1
darkblue21,24,2,18,544.657999277115,2
darkblue21,24,2,18,561.539993807673,3
darkblue21,24,2,26,562.256998568773,3
darkblue21,24,2,25,562.973993271589,3
darkblue21,24,2,34,563.902000710368,3
darkblue21,24,2,42,564.635993912816,3
darkblue21,24,2,50,565.580999851227,3
darkblue21,24,2,49,568.660001456738,3
darkblue21,24,2,34,570.32199203968,3
darkblue21,24,2,18,571.930995583534,3
darkblue21,24,2,2,573.908001556993,3
darkblue21,24,2,34,576.164999976754,3
darkblue21,24,2,42,576.846991851926,3
darkblue21,24,2,50,578.26399281621,3
darkblue21,24,2,58,579.244001582265,3
darkblue21,24,2,49,580.030991882086,3
darkblue21,24,2,33,582.077993452549,2
darkblue21,24,2,26,624.850996211171,1
darkblue21,24,3,18,774.686997011304,3
darkblue21,24,3,26,788.13999183476,3
darkblue21,24,3,26,791.165996342897,2
darkblue21,24,3,51,879.178997129202,1
darkblue21,24,4,26,1040.14099873602,3
darkblue21,24,4,41,1045.59899568558,3
darkblue21,24,4,33,1047.03400097787,3
darkblue21,24,4,18,1049.93799850345,3
darkblue21,24,4,25,1051.44199356437,3
darkblue21,24,4,34,1052.5439992547,3
darkblue21,24,4,56,1057.1099974215,3
darkblue21,24,4,47,1058.40500146151,3
darkblue21,24,4,10,1063.37299905717,3
darkblue21,24,4,1,1064.03799243271,3
darkblue21,24,4,57,1075.25099739432,3
darkblue21,24,4,36,1096.75199724734,3
darkblue21,24,4,8,1099.88300018013,3
darkblue21,24,4,9,1102.54199802876,3
darkblue21,24,4,18,1105.67399673164,3
darkblue21,24,4,25,1106.28599300981,3
darkblue21,24,4,49,1114.29799944162,3
darkblue21,24,4,50,1115.10299406946,3
darkblue21,24,4,57,1116.23999252915,3
darkblue21,24,4,50,1117.25499406457,3
darkblue21,24,4,52,1119.89599764347,3
darkblue21,24,4,60,1120.36899849772,3
darkblue21,24,4,55,1122.69499674439,3
darkblue21,24,4,10,1133.3309981972,3
darkblue21,24,4,1,1135.09799726307,3
darkblue21,24,4,28,1138.45700137317,3
darkblue21,24,4,14,1155.42600005865,3
darkblue21,24,4,5,1156.21300041676,3
darkblue21,24,4,12,1157.28099904954,3
darkblue21,24,4,58,1163.87599445879,3
darkblue21,24,4,62,1166.86699613929,3
darkblue21,24,4,13,1184.97399911284,3
darkblue21,24,4,10,1186.89799793065,3
darkblue21,24,4,9,1187.89499513805,3
darkblue21,24,4,2,1188.66499699652,3
darkblue21,24,4,42,1198.95199611783,3
darkblue21,24,4,9,1254.9499925226,3
darkblue21,24,4,2,1259.14899408817,3
darkblue21,24,4,4,1260.19799262285,3
darkblue21,24,4,9,1277.01000161469,3
darkblue21,24,4,18,1278.28700132668,3
darkblue21,24,4,50,1297.66999818385,3
darkblue21,24,4,1,1301.44899599254,3
darkblue21,24,4,58,1306.3469979912,3
darkblue21,24,4,10,1310.77299490571,3
darkblue21,24,4,4,1316.51099435985,3
darkblue21,24,4,10,1395.44400013983,3
darkblue21,24,4,18,1399.45099912584,3
darkblue21,24,4,25,1400.63999891281,3
darkblue21,24,4,34,1402.89699733257,3
darkblue21,24,4,3,1432.63599313796,3
darkblue21,24,4,1,1434.24599245191,3
darkblue21,24,4,58,1487.47999258339,3
darkblue21,24,4,58,1494.70499865711,3
darkblue21,24,4,15,1510.62499880791,3
darkblue21,24,4,9,1534.43399257958,3
darkblue21,24,4,18,1536.56899407506,3
darkblue21,24,4,9,1573.88299405575,3
darkblue21,25,1,25,305.655996501446,3
darkblue21,25,1,17,317.04500131309,2
darkblue21,25,1,33,334.206998348236,3
darkblue21,25,1,18,458.7990000844,3
darkblue21,25,1,26,459.866002947092,3
darkblue21,25,1,25,461.2310025841,3
darkblue21,25,1,17,462.73499764502,3
darkblue21,25,1,34,464.781999215484,3
darkblue21,25,1,18,477.99000442028,3
darkblue21,25,1,1,568.06700527668,1
darkblue21,25,1,9,576.202004402876,3
darkblue21,25,1,18,576.971996203065,3
darkblue21,25,1,26,579.053004831076,3
darkblue21,25,1,25,580.47000579536,3
darkblue21,25,2,10,708.57899710536,3
darkblue21,25,2,9,711.797999963164,3
darkblue21,25,2,18,712.637997418642,3
darkblue21,25,2,25,716.539002209902,3
darkblue21,25,2,34,717.956003174186,1
darkblue21,25,2,34,721.454998478293,2
darkblue21,25,2,41,744.4419991225,1
darkblue21,25,2,41,745.264002308249,2
darkblue21,25,2,17,755.04299774766,1
darkblue21,25,2,17,758.542003110051,2
darkblue21,25,2,43,781.862003356218,3
darkblue21,25,2,1,800.843000784516,2
darkblue21,25,2,18,806.072996556759,1
darkblue21,25,2,17,1069.93599906564,3
darkblue21,25,2,18,1073.31200167537,2
darkblue21,25,2,8,1120.03899626434,1
darkblue21,25,3,18,1259.13399718702,3
darkblue21,25,3,19,1263.9100022614,3
darkblue21,25,3,34,1267.26899631321,3
darkblue21,25,3,4,1293.35300289094,3
darkblue21,25,3,5,1297.76100553572,3
darkblue21,25,3,7,1301.22499801219,1
darkblue21,25,3,7,1305.65100498497,2
darkblue21,25,3,7,1355.77100068331,3
darkblue21,25,3,1,1360.32000035048,3
darkblue21,25,3,58,1365.74300453067,3
darkblue21,25,3,9,1380.50800189376,3
darkblue21,25,3,58,1663.70199993253,3
darkblue21,25,3,60,1664.8909997195,3
darkblue21,25,3,7,1670.52400074899,3
darkblue21,25,3,9,1673.07800017297,3
darkblue21,25,3,56,1702.95800305903,3
darkblue21,25,3,1,1797.09400422871,3
darkblue21,25,3,58,1832.60699808598,3
darkblue21,26,1,18,265.839998424053,3
darkblue21,26,1,18,267.938991263509,2
darkblue21,26,1,5,299.182998016477,3
darkblue21,26,1,9,301.194996759295,3
darkblue21,26,1,1,305.235992744565,2
darkblue21,26,1,9,364.662998914719,1
darkblue21,26,1,18,378.290997818112,1
darkblue21,26,2,9,508.708998933434,2
darkblue21,26,2,18,537.241996452212,2
darkblue21,26,2,28,554.035991057754,3
darkblue21,26,2,34,565.512000024319,1
darkblue21,26,3,18,707.19699896872,3
darkblue21,26,3,17,709.470000118017,3
darkblue21,26,3,10,719.213992729783,3
darkblue21,26,3,9,720.910996198654,3
darkblue21,26,3,25,723.674992471933,3
darkblue21,26,3,34,725.826992467046,2
darkblue21,26,3,57,767.742999270558,1
darkblue21,26,4,18,907.556000724435,3
darkblue21,26,4,26,913.398998603225,3
darkblue21,26,4,41,960.632991045713,3
darkblue21,26,4,34,962.241994589567,3
darkblue21,26,4,18,965.740999951959,3
darkblue21,26,4,38,968.819991499186,3
darkblue21,26,4,57,972.090995684266,2
darkblue21,26,4,18,980.73299266398,1
darkblue21,26,4,18,987.713994830847,2
darkblue21,26,4,18,1225.96499584615,1
darkblue21,26,5,25,1395.25499492884,3
darkblue21,26,5,57,1399.62799474597,3
darkblue21,26,5,50,1400.79999603331,3
darkblue21,26,5,36,1403.44199538231,3
darkblue21,26,5,18,1407.23799169064,2
darkblue21,27,1,17,279.222001880407,3
darkblue21,27,1,26,280.570003017783,3
darkblue21,27,1,25,283.421003445983,2
darkblue21,27,1,18,295.596998557448,1
darkblue21,27,1,18,297.503998875618,2
darkblue21,27,1,20,304.309001192451,3
darkblue21,27,1,58,310.063999146223,3
darkblue21,27,1,57,311.097005009651,3
darkblue21,27,1,10,317.76200607419,3
darkblue21,27,1,9,318.357003852725,3
darkblue21,27,1,18,319.335996732116,3
darkblue21,27,1,26,320.08800432086,3
darkblue21,27,1,36,322.293001413345,3
darkblue21,27,1,44,323.60500395298,3
darkblue21,27,1,37,324.863999336958,3
darkblue21,27,1,44,327.436003088951,3
darkblue21,27,1,43,328.240997716784,3
darkblue21,27,1,36,329.132996499538,3
darkblue21,27,1,27,330.164996534586,3
darkblue21,27,1,19,331.091998144984,3
darkblue21,27,1,20,331.441996246576,3
darkblue21,27,1,27,333.944004401565,3
darkblue21,27,1,57,338.265002891421,2
darkblue21,27,1,18,349.916005879641,3
darkblue21,27,1,18,363.299005106091,3
darkblue21,27,1,18,378.972999751568,1
darkblue21,27,1,18,403.971999138594,2
darkblue21,27,1,37,421.729004010558,1
darkblue21,27,1,9,432.138000056148,1
darkblue21,27,2,18,567.96100102365,1
darkblue21,27,2,18,578.999997675419,2
darkblue21,27,2,28,589.426002278924,3
darkblue21,27,2,19,590.738004818559,3
darkblue21,27,2,28,591.438001021743,3
darkblue21,27,2,18,610.173998773098,3
darkblue21,27,2,57,617.154005169868,3
darkblue21,27,2,50,617.923996970057,3
darkblue21,27,2,58,618.955997005105,3
darkblue21,27,2,34,621.35299667716,1
darkblue21,27,2,34,627.808000892401,2
darkblue21,27,2,30,653.80500331521,3
darkblue21,27,2,43,664.772998541594,3
darkblue21,27,2,33,666.820000112057,3
darkblue21,27,2,17,668.027004227042,3
darkblue21,27,2,2,669.233998283744,3
darkblue21,27,2,12,671.684005111456,3
darkblue21,27,2,42,673.554996773601,3
darkblue21,27,2,57,675.164996087551,3
darkblue21,27,2,50,676.127000525594,3
darkblue21,27,2,35,678.383998945355,3
darkblue21,27,2,36,679.432997480035,3
darkblue21,27,2,19,680.658005923033,3
darkblue21,27,2,11,686.151005700231,3
darkblue21,27,2,9,688.898003473878,3
darkblue21,27,2,9,707.196003198624,3
darkblue21,27,2,18,718.025003001094,3
darkblue21,27,2,17,720.106997340918,3
darkblue21,27,2,9,722.959003597498,2
darkblue21,27,2,20,729.746001586318,3
darkblue21,27,2,42,731.81099742651,3
darkblue21,27,2,41,732.649999111891,3
darkblue21,27,2,18,734.171998500824,3
darkblue21,27,2,25,736.377005651593,3
darkblue21,27,2,1,738.756000995636,3
darkblue21,27,2,10,739.595002681017,3
darkblue21,27,2,36,742.708997055888,3
darkblue21,27,2,37,744.458997622132,2
darkblue21,27,2,43,765.504005178809,3
darkblue21,27,2,23,816.13200455904,1
darkblue21,27,2,23,819.630999863148,2
darkblue21,27,2,9,820.016000792384,1
darkblue21,27,2,29,827.030999958515,3
darkblue21,27,2,29,829.216996952891,1
darkblue21,27,2,29,831.929001957178,1
darkblue21,27,3,18,960.300001502037,3
darkblue21,27,3,19,962.556999921799,3
darkblue21,27,3,28,963.781998306513,3
darkblue21,27,3,22,966.090998053551,3
darkblue21,27,3,30,967.122998088598,3
darkblue21,27,3,37,969.274998083711,3
darkblue21,27,3,36,971.654003486037,3
darkblue21,27,3,27,972.720996290445,3
darkblue21,27,3,18,993.398997187614,3
darkblue21,27,3,18,996.565002948046,3
darkblue21,27,3,43,1023.17300587893,3
darkblue21,27,3,21,1025.64000114799,3
darkblue21,27,3,11,1027.31900028884,3
darkblue21,27,3,9,1028.40399742126,2
darkblue21,27,3,58,1046.51000462472,3
darkblue21,27,3,57,1047.1400052309,3
darkblue21,27,3,20,1050.4109993577,3
darkblue21,27,3,22,1051.84600465,3
darkblue21,27,3,10,1054.38199974597,3
darkblue21,27,3,9,1055.29200285673,3
darkblue21,27,3,18,1056.32400289178,3
darkblue21,27,3,38,1058.28400030732,3
darkblue21,27,3,39,1061.23999916017,3
darkblue21,27,3,45,1062.50000037253,3
darkblue21,27,3,37,1063.04200105369,3
darkblue21,27,3,27,1064.91399854422,3
darkblue21,27,3,20,1066.22600108385,3
darkblue21,27,3,28,1067.17000119388,3
darkblue21,27,3,30,1068.53500083089,3
darkblue21,27,3,38,1070.28500139713,3
darkblue21,27,3,45,1071.21299877763,3
darkblue21,27,3,35,1072.43700139225,3
darkblue21,27,3,42,1076.46099887788,3
darkblue21,27,3,33,1078.31500209868,3
darkblue21,27,3,1,1082.11099840701,3
darkblue21,27,3,18,1084.31600555778,3
darkblue21,27,3,26,1084.76999625564,3
darkblue21,27,3,14,1098.59100356698,3
darkblue21,27,3,29,1101.67000517249,3
darkblue21,27,3,29,1104.69599962234,2
darkblue21,27,3,30,1124.2189977318,3
darkblue21,27,3,21,1125.93400552869,3
darkblue21,27,3,28,1126.72100588679,3
darkblue21,27,3,27,1127.43800058961,3
darkblue21,27,3,21,1130.65700344741,3
darkblue21,27,3,14,1132.45799951255,3
darkblue21,27,3,29,1135.11699736118,2
darkblue21,27,3,18,1156.75799846649,3
darkblue21,27,3,28,1157.59700015187,3
darkblue21,27,3,18,1284.22000072896,3
darkblue21,27,3,18,1320.97500152886,1
darkblue21,27,3,1,1361.1940048635,1
darkblue21,27,3,64,1371.86400331557,1
darkblue21,27,4,18,1502.42300145328,3
darkblue21,27,4,28,1503.90999801457,3
darkblue21,27,4,21,1504.94199804962,3
darkblue21,27,4,45,1506.9369982928,3
darkblue21,27,4,18,1511.32800243795,2
darkblue21,27,4,9,1525.58500617743,3
darkblue21,27,4,18,1526.40800513327,3
darkblue21,27,4,1,1530.29100559652,2
darkblue21,27,4,9,1550.16499757767,3
darkblue21,27,4,13,1566.85400381684,3
darkblue21,27,4,9,1568.42800453305,3
darkblue21,27,4,18,1570.49300037324,3
darkblue21,27,4,26,1571.54199890792,3
darkblue21,27,4,28,1572.48700484633,3
darkblue21,27,4,9,1575.70599764585,3
darkblue21,27,4,18,1577.36799828708,3
darkblue21,27,4,38,1579.34500426054,3
darkblue21,27,4,63,1580.60399964452,3
darkblue21,27,4,53,1583.21100622416,3
darkblue21,27,4,8,1718.40500235558,3
darkblue21,27,4,17,1800.90699903667,3
darkblue21,27,4,1,1801.86900347471,3
darkblue21,27,4,18,1804.94800508022,3
darkblue21,27,4,64,1807.65900425613,2
darkblue21,28,1,37,356.476994231343,1
darkblue21,28,1,35,359.467995911837,3
darkblue21,28,1,19,360.884996876121,3
darkblue21,28,1,25,362.196999415755,3
darkblue21,28,1,34,362.950002774596,3
darkblue21,28,1,58,364.717001840472,3
darkblue21,28,1,57,365.293995290995,2
darkblue21,28,1,27,388.194001838565,3
darkblue21,28,1,50,391.027993708849,3
darkblue21,28,1,52,392.006996646523,3
darkblue21,28,1,36,392.881996929646,3
darkblue21,28,1,19,394.613993167877,3
darkblue21,28,1,28,395.418997853994,3
darkblue21,28,1,38,396.923002973199,3
darkblue21,28,1,45,398.374996706843,3
darkblue21,28,1,43,400.928996130824,3
darkblue21,28,1,20,403.536002710462,3
darkblue21,28,1,11,404.376000165939,3
darkblue21,28,1,10,405.337994545698,3
darkblue21,28,1,9,407.664002850652,3
darkblue21,28,1,1,408.521994575858,3
darkblue21,28,1,10,409.272996336222,3
darkblue21,28,1,30,411.704998835921,3
darkblue21,28,1,45,413.453993573785,3
darkblue21,28,1,37,416.287995502353,2
darkblue21,28,1,46,419.927002117038,3
darkblue21,28,1,35,422.130993381143,3
darkblue21,28,1,42,422.866002470255,3
darkblue21,28,1,41,423.408003151417,3
darkblue21,28,1,34,424.633001536131,3
darkblue21,28,1,18,426.067001000047,3
darkblue21,28,1,19,427.379999309778,3
darkblue21,28,1,20,427.974001318216,3
darkblue21,28,1,21,428.813998773694,3
darkblue21,28,1,22,429.30399812758,3
darkblue21,28,1,18,441.181996464729,3
darkblue21,28,1,26,441.93499982357,3
darkblue21,28,1,34,506.242999434471,1
darkblue21,28,1,1,512.29599416256,3
darkblue21,28,1,18,527.691002190113,3
darkblue21,28,2,18,659.927993640304,3
darkblue21,28,2,20,661.503000184894,3
darkblue21,28,2,27,663.111993670464,3
darkblue21,28,2,36,664.791998639703,3
darkblue21,28,2,44,665.281002223492,3
darkblue21,28,2,35,666.050994023681,3
darkblue21,28,2,18,667.975002899766,3
darkblue21,28,2,20,672.033993154764,3
darkblue21,28,2,42,674.255998805165,3
darkblue21,28,2,57,675.444998592138,3
darkblue21,28,2,58,676.985002309084,3
darkblue21,28,2,34,681.41099922359,2
darkblue21,28,2,18,741.643000021577,3
darkblue21,28,2,18,906.348996609449,1
darkblue21,28,2,1,915.919001027942,3
darkblue21,28,3,18,1051.21799558401,2
