Bird,Day,Trial,Site,Time,EventType
darkblue15,30,3,44,1125.33799186349,3
darkblue15,30,3,43,1125.86299404502,3
darkblue15,30,3,52,1126.4929946512,3
darkblue15,30,3,38,1140.43499305844,3
darkblue15,30,3,35,1142.4119990319,3
darkblue15,30,3,36,1142.95499548316,3
darkblue15,30,3,26,1144.73899304867,3
darkblue15,30,3,42,1146.24299816787,3
darkblue15,30,3,50,1148.28999973834,3
darkblue15,30,3,52,1149.30499121547,3
darkblue15,30,3,54,1150.21499432623,3
darkblue15,30,3,56,1151.21199153364,3
darkblue15,30,3,47,1151.87699496746,3
darkblue15,30,3,39,1152.33099572361,3
darkblue15,30,3,40,1152.82099507749,3
darkblue15,30,3,31,1153.4679941833,3
darkblue15,30,3,24,1154.3959915638,3
darkblue15,30,3,15,1155.25299757719,3
darkblue15,30,3,14,1155.93499951065,3
darkblue15,30,3,13,1156.38999603689,3
darkblue15,30,3,30,1157.85899832845,3
darkblue15,30,3,29,1158.36699195206,3
darkblue15,30,3,36,1160.09899824858,3
darkblue15,30,3,39,1162.30299957097,3
darkblue15,30,3,14,1164.12199996412,3
darkblue15,30,3,5,1165.32899402082,3
darkblue15,30,3,12,1165.92399179935,3
darkblue15,30,3,3,1166.50199107826,3
darkblue15,30,3,26,1167.74399802089,3
darkblue15,30,3,25,1168.63599680364,3
darkblue15,30,3,34,1169.07299906015,3
darkblue15,30,3,36,1170.12299336493,3
darkblue15,30,3,15,1173.25399629772,3
darkblue15,30,3,7,1174.00599382818,3
darkblue15,30,3,5,1174.72399435937,3
darkblue15,30,3,12,1175.38799196482,3
darkblue15,30,3,11,1176.21099092066,3
darkblue15,30,3,26,1178.83499599993,3
darkblue15,30,3,34,1179.53499220312,3
darkblue15,30,3,42,1179.91899736226,3
darkblue15,30,3,36,1181.40599392354,3
darkblue15,30,3,44,1182.31599703431,3
darkblue15,30,3,37,1183.34799706936,3
darkblue15,30,3,30,1218.05599629879,3
darkblue15,30,3,8,1287.01799400151,1
darkblue15,30,3,52,1294.92499195039,3
darkblue15,30,3,55,1295.85199356079,3
darkblue15,30,3,56,1296.67399674654,3
darkblue15,30,3,47,1297.44399860501,3
darkblue15,30,3,39,1297.84699380398,1
darkblue15,30,3,39,1298.10899198055,2
darkblue15,30,4,6,1471.10799327493,3
darkblue15,30,4,14,1471.96499928832,3
